name;make_id;system_attribute
Eclipse Cross;38;true
Atlas;51;true
Ecosport;16;true
Micra;39;true
Model 3;49;true
XT;47;true
XT6;47;true
Stelvio;1;true
DL;47;true
GL;47;true
GL-10;47;true
RX;47;true
Standard;47;true
GLF;47;true
Rogue Select;39;true
LS650BL7;48;true
Boulevard M109R B.O.S.S.(VZR1800BZL8);48;true
Boulevard M90(VZ1500L8);48;true
Boulevard M50(VZ800L8);48;true
Boulevard S40(LS650BL8 );48;true
GSX-S750ZAL8 / GSX-S750L8;48;true
GSX-S750L8;48;true
RV200L8;48;true
TU250XL8;48;true
GSX250R;48;true
SV650L8;48;true
SV650AL8;48;true
GSX-S1000FAL8;48;true
GSX-S1000AL8 / GSX-S1000ZAL8;48;true
Hayabusa(GSX1300RAL8);48;true
Boulevard C90 B.O.S.S. (VL1500BL8)  / Boulevard C90T(VL1500TL8);48;true
Boulevard C50(VL800L8) / Boulevard C50T(VL800TL8);48;true
V-Strom 650XT Adventure;48;true
V-Strom 650XT;48;true
V-Strom 1000 ABS(DL1000AL8) / V-Strom 1000 XT ABS(DL100XAL8);48;true
DR650SEL8;48;true
DR-Z400SL8;48;true
DR200SL8;48;true
DR-Z400SML8;48;true
Burgman 650;48;true
Ampera-e EV;40;true
Range Rover Velar;27;true
730i;4;true
Chiron;5;true
540d;4;true
530e;4;true
M550i;4;true
M760i;4;true
Stinger;25;true
Common Motorcycle;17;true
Seat Motorcycle;17;true
Special Motorcycle;17;true
650i, Alpina B6;4;true
750Li, Alpina B7;4;true
750Lxi, Alpina B7;4;true
750xi, Alpina B7;4;true
750i, B7;4;true
650i, B6;4;true
Prius Prime (PHEV);50;true
Ioniq;19;true
Kona;19;true
E-PACE;23;true
3500;8;true
4500;8;true
NPR-HD;21;true
NPR-XD;21;true
Kicks;39;true
TC;31;true
430;31;true
228;31;true
EB110;5;true
XC40;52;true
Golf Alltrack;51;true
Tiguan Limited;51;true
Bolt Incomplete;8;true
Z340T;22;true
Z335T;22;true
Z435T;22;true
Z450T;22;true
FTR / 6500XD;8;true
Santa Fe XL;19;true
Boulevard M109R B.O.S.S. (VZR1800BZL9);48;true
Boulevard M90 (VZ1500L9);48;true
Boulevard M50 (VZ800L9);48;true
Boulevard C90 B.O.S.S. (VL1500BL9) / Boulevard C90T (VL1500TL9);48;true
Boulevard C50 (VL800L9) / Boulevard C50T (VL800TL9);48;true
Boulevard S40 (LS650BL9);48;true
GSX-Z750ZAL9 (50st) / GSX-S750YAL9 (50st) / GSX-S750ZL9 (50st);48;true
GSX-S750ZL9 (49st);48;true
RV200L9;48;true
TU250XL9;48;true
SV650L9;48;true
SV650AL9 / SV650XAL9;48;true
GSX-S1000AL9/GSXS1000ZAL9/GSXS1000YAL9;48;true
GSXS1000FZL9;48;true
GSX1300RAL9 (Hayabusa);48;true
DR650SEL9;48;true
DR-Z400SL9;48;true
DR200SL9;48;true
DR-Z400SML9;48;true
Ascent;47;true
6500XD;8;true
A-Class;35;true
I-PACE;23;true
RMX450ZL;48;true
Silverado HD;8;true
Sierra HD;18;true
Sierra Limited;18;true
DR-Z125LL/DR-Z125L;48;true
LT-Z90L/QuadSport Z90;48;true
LT-Z50L;48;true
X2;4;true
LC;28;true
640xi;4;true
XT4;7;true
Yaris iA;50;true
UX;28;true
URUS;26;true
Ducato;15;true
Marauder;36;true
F12 tdf (Tour de France);14;true
GTC4Lusso;14;true
Nexo;19;true
Wrangler JK;24;true
Electric Truck Chassis;6;true
Fuel Cell Truck;6;true
Fuel Cell Truck Chassis;6;true
Electric Bus Chassis;6;true
Fuel Cell Bus;6;true
Fuel Cell Bus Chassis;6;true
Silverado LD;8;true
Q8;2;true
DL650XAAL9 (V-Strom 650XT Touring);48;true
DL1000XAAL9 (V-Strom 1000XT Adventure);48;true
7500XD;8;true
FVR;21;true
Expedition EL;16;true
300C;9;true
Telluride;25;true
XJ12;23;true
i-350;21;true
i-290;21;true
i-370;21;true
Palisade;19;true
XT6;7;true
Arteon;51;true
e-tron;2;true
Cullinan;46;true
X7;4;true
Gladiator;24;true
GLI;51;true
GSXS1000SM0;48;true
GSX1300RAM0 (Hayabusa);48;true
Boulevard C50T;48;true
Burgman 400;48;true
Burgman 200;48;true
Venue;19;true
M340i;4;true
745e;4;true
840i;4;true
M850i;4;true
M8;4;true
488;14;true
Portofino;14;true
GLB-Class;35;true
EQC-Class;35;true
CT4;7;true
CT5;7;true
G 310 R;4;true
G 310 GS;4;true
C 400 GT;4;true
C 400 X;4;true
F 750 GS;4;true
F 850 GS;4;true
R 1250 GS;4;true
R 1250 RT;4;true
R 1250 R;4;true
R 1250 RS;4;true
K 1600 B;4;true
C Evolution;4;true
625C;34;true
650S;34;true
675LT;34;true
540C;34;true
570S;34;true
570GT;34;true
600LT;34;true
720S;34;true
SENNA;34;true
SENNA GTR;34;true
GT;34;true
GV1400;48;true
VS700;48;true
VS750 Intruder;48;true
GSX1100;48;true
GS750;48;true
G 650;4;true
SP200;48;true
GS450;48;true
GSX1300 RK5;48;true
Seltos;25;true
CX-30;33;true
W3500/W4500;8;true
W5500/W5500 HD;8;true
W3500/W4500;18;true
W5500/W5500 HD;18;true
Model Y;49;true
A6 allroad;2;true
Q5 e;2;true
A8 e;2;true
Atlas Cross Sport;51;true
VT;52;true
VS;52;true
Low Speed Vehicle;38;true
F 900;4;true
DR-Z400SM;48;true
DR200S;48;true
V-Strom 1050;48;true
V-Strom 1050XT;48;true
Roadster;26;true
SQ7;2;true
SQ8;2;true
RS Q8;2;true
Bronco Sport;16;true
Mustang Mach-E;16;true
Onix;8;true
Suzuki Boulevard M109R B.O.S.S.;48;true
GSX-S750;48;true
V-Strom 650;48;true
620R;34;true
K5;25;true
Flying Spur;46;true
Electric Truck Tractor;6;true
Fuel Cell Truck Tractor;6;true
e-tron Sportback;2;true
812;14;true
F8;14;true
Roma;14;true
Grand Caravan;9;true
GSXS1000SM1;48;true
RAV4 Prime (PHEV);50;true
Veloster N;19;true
Taycan;44;true
R 18 Classic;4;true
R 18;4;true
M440i;4;true
ID.4;51;true
Carnival;25;true
QX55;20;true
C70 / C30;52;true
Air;29;true
Taos;51;true
GSX1300RRM2 / GSX1300RRZM2;48;true
UH200AM2;48;true
Santa Cruz;19;true
C40;52;true
Maverick;16;true
MC20;31;true
Ioniq 5;19;true
RS e-tron GT;2;true
EQS-Class Sedan;35;true
M760Li;4;true
745Le;4;true
Silverado LTD;8;true
Hummer EV SUV;18;true
MX-30;33;true
Elantra N;19;true
Corolla Cross;50;true
Q4;2;true
GR86;50;true
CE 04;4;true
M 1000;4;true
EV6;25;true
Boulevard;48;true
GSX;48;true
New Range Rover;27;true
iX;4;true
i4;4;true
765LT;34;true
ELVA;34;true
Jetta GLI;51;true
A8 L;2;true
NEIBOR;10;true
METRO;10;true
Logistar;10;true
e-tron GT;2;true
Bolt EUV;8;true
Lyriq;7;true
Nissan Z;39;true
bZ4X;50;true
CX-50;33;true
Solterra;47;true
EQE-Class Sedan;35;true
EQB-Class;35;true
EQS-Class SUV;35;true
DR250F;48;true
Grecale;31;true
DR-Z50;48;true
i7;4;true
XM;4;true
Hayabusa;48;true
Katana;48;true
Hornet;12;true
Xcient;19;true
DL1050;48;true
REACH;21;true
Semi;49;true
Ariya Hatchback;39;true
Crown;50;true
GR Corolla;50;true
EQE-Class SUV;35;true
718 Boxster;44;true
718 Spyder;44;true
718 Cayman;44;true
Ioniq 6;19;true
RZ;28;true
B12R;52;true
B7R;52;true
B12B;52;true
B12M;52;true
B9TL;52;true
B9R;52;true
B9S;52;true
B9L;52;true
BXR;52;true
B5R;52;true
BRLH;52;true
BXXR;52;true
BFE;52;true
BXRB;52;true
B8R;52;true
BRH;52;true
B5TL;52;true
BE;52;true
B8L;52;true
B13R;52;true
V-Strom 800DE / V-Strom 800DE Adventure;48;true
GSX-8S;48;true
ActiveHybrid 7;4;true
Grancabrio;31;true
GT MKII;16;true
57;32;true
Challenge Stradale;14;true
MetaCycle;17;true
Alpina B8;4;true
Tonale;1;true
3500HG;8;true
4500HG;8;true
5500HG;8;true
5500XG;8;true
JL50QT;17;true
JL150T;17;true
JL175ZK;17;true
JM300ZD;17;true
Portofino M;14;true
SF90;14;true
CX-90;33;true
550 Barchetta;14;true
F50;14;true
Purosangue;14;true
Monza SP1/SP2;14;true
Daytona SP3;14;true
296;14;true
Cruise Origin AV;18;true
Hummer EV Pickup;18;true
Chiron Pur Sport;5;true
Chiron Supersport;5;true
ARTURA;34;true
Grand Highlander;50;true
750e;4;true
i5;4;true
Spectre;46;true
Kona N;19;true
Revuelto;26;true
Grand Cherokee L;24;true
Wagoneer L;24;true
Grand Wagoneer L;24;true
Citroen;11;true
GSX-S1000GT/GSX-S1000GT+;48;true
K7M;6;true
K7MER;6;true
K8M;6;true
K9M;6;true
K9MD;6;true
K11M;6;true
C8M;6;true
C8MS;6;true
C10M;6;true
C10MS;6;true
Type-A Electric School Bus;6;true
Type-C Electric School Bus;6;true
Type-D Electric School Bus;6;true
EV9;25;true
TX;28;true
eSprinter;35;true
6F/6R;6;true
8TT;6;true
8Y;6;true
Cybertruck;49;true
V-Strom 800;48;true
DR-Z12LM;48;true
GSX-8R;48;true
CE 02;4;true
R 18 Roctane;4;true
R 18 B;4;true
R 18 Transcontinental;4;true
F 900 GS;4;true
F 900 GS Adventure;4;true
F 900 R;4;true
F 900 XR;4;true
M 1000 XR;4;true
M 1000 R;4;true
M 1000 RR;4;true
R 1250 GS Adventure;4;true
R 1300 GS;4;true
R 12;4;true
R 12 nineT;4;true
750S;34;true
Ioniq 5 N;19;true
Traverse Limited;8;true
325/325eS;4;true
CLE;35;true
Continental;3;true
500e;15;true
CX-70;33;true
Escalade IQ;7;true
A7 e;2;true
A8 L e;2;true
Cruze Limited;8;true
12Cilindri;14;true
Wagoneer S;24;true
Malibu Limited;8;true
Celestiq;7;true
EX30;52;true
EX90;52;true
EC40;52;true
EX40;52;true
GTS;34;true
550e;4;true
BrightDrop;8;true
K4;25;true
Q6;2;true
SQ6;2;true
Optiq;7;true
Deepstar;10;true
Crown Signia;50;true
Suburban HD;8;true
ID. Buzz;51;true
RS 6 Avant;2;true
Gravity;29;true
Vistiq;7;true
Mustang GTD;16;true
Kicks Play;39;true
Achiever;6;true
Creator;6;true
Dreamer;6;true
8R;6;true
Kicks MPV;39;true
F 900 GS-P;4;true
R 1300 GS Adventure;4;true
228;4;true
S e-tron GT;2;true
Escalade IQL;7;true
Mistral;5;true
Ioniq 9;19;true
EX30 CC;52;true
M235;4;true
LeCar;45;true
18i;45;true
Fuego;45;true
Alliance;45;true
Encore;45;true
R 1300 RT;4;true
R 1300 R;4;true
R 1300 RS;4;true
R 12 G/S;4;true
Ariya MPV;39;true
GSX-8T;48;true
GSX-8TT;48;true
KingQuad;48;true
Bolt;8;true
Ioniq 6 N;19;true
Utopia;41;true
DR-Z4S;48;true
bZ;50;true
Recon;24;true
Temerario;26;true
Trailseeker;47;true
bZ Woodland;50;true
Uncharted;47;true
